pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,fare_amount,trip_distance_km,trip_duration_min,surge_multiplier,pickup_zone,dropoff_zone
2025-10-07 04:40:15,2025-10-07 04:51:17,13.045715,77.601476,12.978062,77.591398,1,180.6,7.601,11.05,1.0,Hebbal,MG_Road
2025-10-08 17:17:24,2025-10-08 17:32:27,12.899486,77.570816,12.935399,77.580988,1,134.74,4.143,15.06,1.0,Bannerghatta,Jayanagar
2025-10-11 04:13:16,2025-10-11 04:21:08,13.037106,77.605073,13.083068,77.601872,1,138.64,5.122,7.87,1.0,Hebbal,Yelahanka
2025-10-05 14:34:13,2025-10-05 14:43:58,12.96068,77.597392,12.927819,77.614836,1,126.34,4.114,9.75,1.0,MG_Road,Koramangala
2025-10-07 15:24:27,2025-10-07 15:35:03,12.935885,77.586912,12.935383,77.6304,2,136.6,4.713,10.6,1.0,Jayanagar,Koramangala
2025-10-05 09:40:44,2025-10-05 10:19:54,12.9622,77.750468,12.831721,77.675841,1,357.93,16.611,39.18,1.0,Whitefield,Electronic_City
2025-10-03 16:25:04,2025-10-03 17:35:34,12.926813,77.598259,12.968611,77.751878,2,539.51,17.284,70.5,1.3,Jayanagar,Whitefield
2025-10-01 11:56:01,2025-10-01 12:53:47,13.03289,77.590839,12.834709,77.68526,2,501.12,24.297,57.78,1.0,Hebbal,Electronic_City
2025-10-06 03:01:13,2025-10-06 03:20:05,13.079808,77.60204,12.96657,77.612167,2,267.91,12.639,18.88,1.0,Yelahanka,MG_Road
2025-10-08 06:56:16,2025-10-08 07:31:33,13.006293,77.556588,12.981932,77.766212,3,446.05,22.873,35.3,1.0,Rajajinagar,Whitefield
2025-10-05 13:43:39,2025-10-05 14:28:45,12.98094,77.7479,12.89221,77.575183,1,435.05,21.159,45.11,1.0,Whitefield,Bannerghatta
2025-10-09 20:16:41,2025-10-09 21:29:20,13.050738,77.606946,12.843157,77.684833,1,527.63,24.577,72.65,1.0,Hebbal,Electronic_City
2025-10-11 11:20:14,2025-10-11 12:05:00,12.926998,77.560996,12.97616,77.758845,1,449.06,22.126,44.78,1.0,Jayanagar,Whitefield
2025-10-07 08:39:37,2025-10-07 09:49:28,13.083795,77.606408,12.893154,77.565405,2,479.67,21.659,69.86,1.0,Yelahanka,Bannerghatta
2025-10-06 15:21:50,2025-10-06 16:02:33,12.940568,77.627141,12.98007,77.750275,1,321.79,14.047,40.72,1.0,Koramangala,Whitefield
2025-10-07 00:36:49,2025-10-07 00:37:49,13.084469,77.595367,13.074826,77.591427,1,82.57,1.154,1.0,1.2,Yelahanka,Yelahanka
2025-10-07 20:34:47,2025-10-07 21:42:41,12.837437,77.683136,12.966329,77.751465,1,393.85,16.133,67.9,1.0,Electronic_City,Whitefield
2025-10-09 04:41:22,2025-10-09 04:53:09,13.037972,77.592087,12.9843,77.611801,2,162.77,6.339,11.79,1.0,Hebbal,MG_Road
2025-10-06 10:01:33,2025-10-06 10:57:28,13.009864,77.550233,12.898084,77.575158,2,324.68,12.719,55.92,1.0,Rajajinagar,Bannerghatta
2025-10-02 09:05:25,2025-10-02 09:20:34,13.010473,77.558952,13.044972,77.603325,1,164.98,6.15,15.15,1.0,Rajajinagar,Hebbal
2025-10-05 19:30:27,2025-10-05 20:25:12,12.883001,77.57679,13.088522,77.581342,1,475.02,22.858,54.76,1.0,Bannerghatta,Yelahanka
2025-10-05 23:28:25,2025-10-05 23:57:33,12.973806,77.747532,12.979249,77.653775,2,246.38,10.177,29.15,1.0,Whitefield,Indiranagar
2025-10-10 07:23:34,2025-10-10 08:02:04,12.847625,77.67405,12.968071,77.648862,1,312.79,13.668,38.51,1.0,Electronic_City,Indiranagar
2025-10-04 14:23:40,2025-10-04 15:31:51,13.09753,77.590718,12.923869,77.574333,2,443.17,19.392,68.2,1.0,Yelahanka,Jayanagar
2025-10-02 13:50:17,2025-10-02 14:01:54,12.952811,77.608003,12.87753,77.583693,2,199.06,8.776,11.62,1.0,Koramangala,Bannerghatta
2025-10-03 20:01:43,2025-10-03 20:13:33,13.029865,77.593946,13.017007,77.5606,1,126.03,3.885,11.84,1.0,Hebbal,Rajajinagar
2025-10-04 06:13:01,2025-10-04 06:33:55,12.959987,77.641953,13.006548,77.544595,1,257.63,11.751,20.91,1.0,Indiranagar,Rajajinagar
2025-10-04 11:04:21,2025-10-04 11:53:55,12.840872,77.672366,13.03228,77.591784,1,469.45,23.006,49.58,1.0,Electronic_City,Hebbal
2025-10-09 09:24:51,2025-10-09 11:31:03,12.978178,77.747793,12.983645,77.583762,2,506.08,17.784,126.22,1.0,Whitefield,MG_Road
2025-10-05 03:14:19,2025-10-05 04:05:35,12.850403,77.684573,13.091977,77.596659,1,554.43,28.501,51.28,1.0,Electronic_City,Yelahanka
2025-10-02 06:25:34,2025-10-02 06:57:47,13.014085,77.551287,12.95686,77.647652,3,281.74,12.227,32.22,1.0,Rajajinagar,Indiranagar
2025-10-07 08:54:22,2025-10-07 09:02:20,12.936096,77.620846,12.922815,77.597454,1,105.98,2.934,7.98,1.0,Koramangala,Jayanagar
2025-10-02 16:04:03,2025-10-02 17:12:32,12.981729,77.747496,12.892036,77.586529,1,454.15,20.094,68.49,1.0,Whitefield,Bannerghatta
2025-10-04 10:33:34,2025-10-04 11:00:58,12.841725,77.688241,12.961525,77.743242,1,310.02,14.594,27.4,1.0,Electronic_City,Whitefield
2025-10-06 00:36:39,2025-10-06 00:40:20,13.072211,77.602415,13.034806,77.608625,1,118.73,4.213,3.68,1.0,Yelahanka,Hebbal
2025-10-01 00:44:38,2025-10-01 01:01:32,12.894907,77.563187,12.849157,77.688341,2,292.71,14.489,16.91,1.0,Bannerghatta,Electronic_City
2025-10-04 00:59:38,2025-10-04 01:20:06,12.840752,77.664363,12.94623,77.614541,3,274.4,12.912,20.48,1.0,Electronic_City,Koramangala
2025-10-04 15:33:21,2025-10-04 15:41:50,12.962431,77.582262,12.976897,77.627236,3,209.58,5.132,8.49,1.5,MG_Road,Indiranagar
2025-10-05 14:43:26,2025-10-05 15:18:47,13.089627,77.578756,12.96485,77.737907,1,522.01,22.131,35.36,1.2,Yelahanka,Whitefield
2025-10-07 13:23:02,2025-10-07 14:04:24,13.084204,77.587639,12.973914,77.757466,1,443.71,22.11,41.37,1.0,Yelahanka,Whitefield
2025-10-06 02:24:01,2025-10-06 02:34:31,12.939564,77.626603,12.893329,77.574345,1,180.49,7.649,10.5,1.0,Koramangala,Bannerghatta
2025-10-02 15:07:25,2025-10-02 15:26:52,12.962848,77.651833,12.925209,77.595219,1,190.59,7.427,19.46,1.0,Indiranagar,Jayanagar
2025-10-10 17:19:02,2025-10-10 17:45:03,13.076047,77.592097,12.987449,77.607154,1,238.84,9.986,26.03,1.0,Yelahanka,MG_Road
2025-10-05 23:05:18,2025-10-05 23:20:31,12.976988,77.607304,12.929865,77.58766,1,157.67,5.656,15.22,1.0,MG_Road,Jayanagar
2025-10-01 05:08:48,2025-10-01 05:09:51,13.085179,77.599185,13.087003,77.594226,1,60.2,0.574,1.06,1.0,Yelahanka,Yelahanka
2025-10-03 08:33:22,2025-10-03 08:43:34,13.093706,77.594357,13.078599,77.5794,3,100.31,2.334,10.2,1.0,Yelahanka,Yelahanka
2025-10-08 12:52:04,2025-10-08 13:15:42,13.071173,77.59846,12.942899,77.603603,1,299.58,14.274,23.65,1.0,Yelahanka,Koramangala
2025-10-04 05:05:37,2025-10-04 05:16:08,12.933631,77.569426,12.967908,77.627115,1,175.62,7.322,10.53,1.0,Jayanagar,Indiranagar
2025-10-06 23:59:44,2025-10-07 00:19:23,13.077346,77.59633,13.003023,77.552099,3,222.78,9.553,19.65,1.0,Yelahanka,Rajajinagar
2025-10-03 12:17:12,2025-10-03 12:27:15,13.023293,77.549819,13.07732,77.573922,1,163.35,6.55,10.06,1.0,Rajajinagar,Yelahanka
2025-10-06 10:26:55,2025-10-06 11:50:52,13.097978,77.592021,12.887938,77.578925,1,685.0,23.398,83.96,1.3,Yelahanka,Bannerghatta
2025-10-03 13:35:06,2025-10-03 14:12:24,13.10044,77.591604,12.927171,77.589509,1,394.98,19.268,37.31,1.0,Yelahanka,Jayanagar
2025-10-11 05:41:43,2025-10-11 06:31:14,12.83537,77.689963,12.99851,77.547351,1,481.77,23.832,49.52,1.0,Electronic_City,Rajajinagar
2025-10-07 00:42:49,2025-10-07 00:58:37,12.97274,77.645785,13.02383,77.555591,2,243.26,11.303,15.81,1.0,Indiranagar,Rajajinagar
2025-10-10 08:35:54,2025-10-10 08:59:34,12.902518,77.575818,12.97896,77.591032,1,215.39,8.658,23.68,1.0,Bannerghatta,MG_Road
2025-10-09 13:35:00,2025-10-09 14:20:56,13.0347,77.60756,12.843723,77.677898,1,457.35,22.562,45.94,1.0,Hebbal,Electronic_City
2025-10-06 03:46:07,2025-10-06 03:58:12,13.011922,77.555098,12.933284,77.588562,1,252.16,9.466,12.09,1.2,Rajajinagar,Jayanagar
2025-10-06 00:25:01,2025-10-06 00:40:25,13.009109,77.557917,12.921743,77.625958,1,256.06,12.196,15.42,1.0,Rajajinagar,Koramangala
2025-10-04 22:05:56,2025-10-04 22:39:50,12.925292,77.593988,12.843985,77.684206,2,300.64,13.318,33.91,1.0,Jayanagar,Electronic_City
2025-10-07 20:56:08,2025-10-07 21:47:15,12.898227,77.576092,13.010576,77.563394,3,315.2,12.568,51.12,1.0,Bannerghatta,Rajajinagar
2025-10-01 16:27:30,2025-10-01 16:37:56,13.019037,77.549527,12.973029,77.599651,1,177.57,7.461,10.44,1.0,Rajajinagar,MG_Road
2025-10-02 13:27:33,2025-10-02 13:49:03,12.974536,77.753258,12.921087,77.634017,2,295.61,14.223,21.51,1.0,Whitefield,Koramangala
2025-10-09 06:55:37,2025-10-09 07:01:15,12.94705,77.630571,12.982964,77.604002,2,132.31,4.923,5.64,1.0,Koramangala,MG_Road
2025-10-04 23:33:49,2025-10-05 00:12:27,12.964103,77.756192,13.040104,77.595982,1,477.05,19.306,38.64,1.2,Whitefield,Hebbal
2025-10-03 03:06:12,2025-10-03 03:43:11,13.045947,77.601173,12.844879,77.68365,1,466.66,24.078,36.99,1.0,Hebbal,Electronic_City
2025-10-10 16:50:07,2025-10-10 17:20:28,12.98702,77.608605,12.88669,77.570584,1,273.92,11.893,30.35,1.0,MG_Road,Bannerghatta
2025-10-05 15:12:07,2025-10-05 15:20:02,12.825646,77.680612,12.848929,77.672515,1,102.89,2.734,7.92,1.0,Electronic_City,Electronic_City
2025-10-06 07:57:15,2025-10-06 09:02:55,12.83292,77.676741,12.980334,77.743267,1,417.12,17.907,65.67,1.0,Electronic_City,Whitefield
2025-10-06 14:05:52,2025-10-06 14:50:05,12.956947,77.753943,12.828196,77.688254,2,356.17,15.989,44.22,1.0,Whitefield,Electronic_City
2025-10-08 17:48:34,2025-10-08 19:12:29,13.009842,77.568053,12.83671,77.683611,1,520.39,22.967,83.92,1.0,Rajajinagar,Electronic_City
2025-10-01 00:02:06,2025-10-01 00:26:55,12.989648,77.762887,12.840376,77.681123,1,369.46,18.816,24.82,1.0,Whitefield,Electronic_City
2025-10-01 00:25:33,2025-10-01 00:33:00,12.982578,77.604272,13.033139,77.60575,1,145.55,5.624,7.46,1.0,MG_Road,Hebbal
2025-10-11 19:03:47,2025-10-11 19:29:56,12.894083,77.56851,12.976105,77.616438,1,246.67,10.496,26.15,1.0,Bannerghatta,MG_Road
2025-10-06 13:52:04,2025-10-06 13:58:52,12.998577,77.567514,13.003313,77.554495,3,82.78,1.506,6.8,1.0,Rajajinagar,Rajajinagar
2025-10-04 01:00:29,2025-10-04 01:29:12,12.969045,77.749213,13.091002,77.598323,1,411.68,21.239,28.73,1.0,Whitefield,Yelahanka
2025-10-08 23:31:52,2025-10-08 23:54:49,13.037532,77.599166,12.933422,77.631741,1,265.96,12.103,22.95,1.0,Hebbal,Koramangala
2025-10-06 15:21:55,2025-10-06 15:55:04,12.973494,77.582309,12.837564,77.680729,1,377.24,18.5,33.16,1.0,MG_Road,Electronic_City
2025-10-01 02:29:12,2025-10-01 02:42:10,12.917068,77.579663,12.979459,77.595091,1,176.51,7.136,12.98,1.0,Jayanagar,MG_Road
2025-10-05 17:45:51,2025-10-05 18:18:26,13.012618,77.562748,12.962334,77.640338,1,250.33,10.096,32.59,1.0,Rajajinagar,Indiranagar
2025-10-08 08:14:54,2025-10-08 08:53:48,12.977627,77.590247,12.977666,77.752633,1,372.28,17.595,38.9,1.0,MG_Road,Whitefield
2025-10-04 17:31:56,2025-10-04 18:43:11,13.010735,77.568372,12.974193,77.74566,1,451.39,19.634,71.26,1.0,Rajajinagar,Whitefield
2025-10-03 15:02:36,2025-10-03 15:48:38,12.964221,77.777947,12.842717,77.66833,1,388.94,17.992,46.04,1.0,Whitefield,Electronic_City
2025-10-03 13:04:45,2025-10-03 13:15:59,12.94023,77.566057,12.942139,77.623348,1,160.03,6.212,11.23,1.0,Jayanagar,Koramangala
2025-10-07 15:59:22,2025-10-07 16:46:01,12.97315,77.743689,13.01439,77.539195,1,459.39,22.626,46.67,1.0,Whitefield,Rajajinagar
2025-10-03 16:10:02,2025-10-03 16:32:31,12.923206,77.582841,13.03547,77.580629,2,271.02,12.485,22.49,1.0,Jayanagar,Hebbal
2025-10-05 22:01:49,2025-10-05 22:27:44,12.838478,77.66611,12.959417,77.739503,1,323.26,15.625,25.93,1.0,Electronic_City,Whitefield
2025-10-04 08:06:32,2025-10-04 09:12:36,13.071369,77.590151,12.928625,77.618269,1,391.54,16.162,66.07,1.0,Yelahanka,Koramangala
2025-10-02 06:39:25,2025-10-02 06:40:25,12.937835,77.623041,12.926132,77.622633,1,71.03,1.302,1.0,1.0,Koramangala,Koramangala
2025-10-05 21:44:02,2025-10-05 22:18:03,12.986237,77.739377,12.924639,77.570192,1,394.61,19.571,34.03,1.0,Whitefield,Jayanagar
2025-10-09 03:42:29,2025-10-09 03:44:09,13.030627,77.554847,13.01865,77.563764,1,77.18,1.645,1.67,1.0,Rajajinagar,Rajajinagar
2025-10-07 14:10:02,2025-10-07 14:12:09,12.838166,77.675523,12.82081,77.690328,3,90.83,2.51,2.12,1.0,Electronic_City,Electronic_City
2025-10-08 04:26:52,2025-10-08 04:39:15,12.933622,77.606272,13.005117,77.566942,1,203.88,9.02,12.39,1.0,Jayanagar,Rajajinagar
2025-10-11 09:48:30,2025-10-11 10:04:13,12.967211,77.607777,12.98773,77.650441,2,150.92,5.155,15.73,1.0,MG_Road,Indiranagar
2025-10-03 11:03:19,2025-10-03 11:34:08,13.036732,77.573789,12.928069,77.586002,2,278.55,12.155,30.82,1.0,Hebbal,Jayanagar
2025-10-01 14:46:10,2025-10-01 14:49:47,12.968734,77.601899,12.960797,77.638847,2,116.94,4.1,3.63,1.0,MG_Road,Indiranagar
2025-10-03 18:31:39,2025-10-03 18:57:57,12.879905,77.564236,12.923985,77.635061,1,226.08,9.108,26.31,1.0,Bannerghatta,Koramangala
2025-10-04 11:32:28,2025-10-04 11:54:52,12.87827,77.572844,12.983422,77.60776,1,267.96,12.289,22.42,1.0,Bannerghatta,MG_Road
2025-10-08 05:39:25,2025-10-08 05:43:05,12.964211,77.607743,12.96453,77.597533,2,72.12,1.107,3.68,1.0,MG_Road,MG_Road
2025-10-10 19:05:57,2025-10-10 19:27:48,12.980995,77.631544,12.921069,77.594269,1,199.66,7.792,21.85,1.0,Indiranagar,Jayanagar
2025-10-04 15:42:40,2025-10-04 15:45:19,12.888968,77.569338,12.882041,77.567104,1,66.11,0.807,2.67,1.0,Bannerghatta,Bannerghatta
2025-10-09 18:22:13,2025-10-09 19:23:58,12.974148,77.73822,13.02754,77.578722,1,416.72,18.272,61.76,1.0,Whitefield,Hebbal
2025-10-09 07:44:24,2025-10-09 09:02:18,12.962283,77.735434,12.894845,77.575872,3,449.6,18.849,77.92,1.0,Whitefield,Bannerghatta
2025-10-03 17:24:05,2025-10-03 17:48:50,12.956355,77.612476,13.03783,77.600742,2,269.24,9.148,24.76,1.2,Koramangala,Hebbal
2025-10-04 03:30:18,2025-10-04 03:31:44,13.095464,77.587714,13.089451,77.580041,1,68.17,1.067,1.44,1.0,Yelahanka,Yelahanka
2025-10-11 18:02:22,2025-10-11 19:02:28,12.994731,77.75434,13.01347,77.553988,4,467.25,21.807,60.1,1.0,Whitefield,Rajajinagar
2025-10-06 11:40:37,2025-10-06 12:01:54,12.972493,77.642527,13.028011,77.565195,2,309.47,10.407,21.3,1.3,Indiranagar,Rajajinagar
2025-10-11 17:42:01,2025-10-11 18:18:25,12.978195,77.74545,12.972756,77.604815,1,333.36,15.251,36.4,1.0,Whitefield,MG_Road
2025-10-08 11:59:55,2025-10-08 12:32:52,12.918892,77.61605,13.037111,77.599637,1,358.11,13.265,32.97,1.2,Koramangala,Hebbal
2025-10-04 17:58:24,2025-10-04 19:13:47,13.07717,77.578053,12.88276,77.5725,2,487.48,21.626,75.39,1.0,Yelahanka,Bannerghatta
2025-10-03 21:26:38,2025-10-03 21:48:02,12.938381,77.629445,12.835675,77.678201,2,270.86,12.584,21.4,1.0,Koramangala,Electronic_City
2025-10-11 12:55:32,2025-10-11 13:17:20,13.085689,77.61781,12.971251,77.605865,2,356.93,12.791,21.8,1.3,Yelahanka,MG_Road
2025-10-08 16:36:15,2025-10-08 16:50:12,13.002523,77.560458,12.971586,77.627162,1,191.0,8.004,13.96,1.0,Rajajinagar,Indiranagar
2025-10-01 09:50:10,2025-10-01 10:21:09,13.0754,77.602151,13.016176,77.54575,2,231.23,8.983,30.99,1.0,Yelahanka,Rajajinagar
2025-10-05 12:48:47,2025-10-05 13:34:25,13.005967,77.560373,12.976301,77.74971,1,645.18,20.778,45.63,1.5,Rajajinagar,Whitefield
2025-10-03 19:56:59,2025-10-03 20:47:07,12.914529,77.584586,12.839847,77.680468,1,324.76,13.304,50.14,1.0,Jayanagar,Electronic_City
2025-10-02 13:22:48,2025-10-02 13:33:15,13.089448,77.59204,13.040829,77.586845,2,147.22,5.435,10.46,1.0,Yelahanka,Hebbal
2025-10-01 12:26:20,2025-10-01 12:48:20,13.036899,77.586986,12.966439,77.598909,1,202.11,7.941,22.0,1.0,Hebbal,MG_Road
2025-10-11 23:43:23,2025-10-12 00:15:15,12.934566,77.620247,13.007283,77.558621,1,255.12,10.487,31.88,1.0,Koramangala,Rajajinagar
2025-10-02 17:08:36,2025-10-02 17:31:00,12.925227,77.629351,12.933405,77.583957,1,158.64,5.003,22.4,1.0,Koramangala,Jayanagar
2025-10-05 16:48:24,2025-10-05 16:53:47,12.960751,77.597384,12.964521,77.636866,1,122.56,4.299,5.39,1.0,MG_Road,Indiranagar
2025-10-01 02:16:55,2025-10-01 02:29:07,12.979665,77.732495,12.974282,77.654044,2,196.14,8.522,12.21,1.0,Whitefield,Indiranagar
2025-10-03 22:04:28,2025-10-03 22:42:52,12.97593,77.755076,13.035227,77.605813,1,369.58,17.464,38.41,1.0,Whitefield,Hebbal
2025-10-09 12:47:24,2025-10-09 12:53:11,12.901026,77.561015,12.874778,77.583887,2,116.14,3.83,5.8,1.0,Bannerghatta,Bannerghatta
2025-10-04 21:48:45,2025-10-04 21:53:10,13.06583,77.598598,13.041416,77.610481,1,152.54,3.004,4.42,1.5,Yelahanka,Hebbal
2025-10-11 19:36:32,2025-10-11 20:31:40,12.831919,77.669368,12.966479,77.74089,1,385.48,16.851,55.14,1.0,Electronic_City,Whitefield
2025-10-11 20:15:54,2025-10-11 20:46:41,13.042151,77.605839,12.940752,77.616869,3,266.26,11.338,30.79,1.0,Hebbal,Koramangala
2025-10-05 18:31:38,2025-10-05 19:24:26,13.024836,77.606886,12.844716,77.67316,1,448.37,21.277,52.81,1.0,Hebbal,Electronic_City
2025-10-06 09:10:06,2025-10-06 09:20:06,13.077971,77.586169,13.043009,77.587656,1,123.37,3.891,10.01,1.0,Yelahanka,Hebbal
2025-10-07 11:54:27,2025-10-07 12:16:51,13.094538,77.589558,12.974133,77.596574,1,284.77,13.41,22.42,1.0,Yelahanka,MG_Road
2025-10-01 05:29:36,2025-10-01 05:46:14,12.851148,77.685459,12.917393,77.620144,1,228.21,10.217,16.64,1.0,Electronic_City,Koramangala
2025-10-10 15:04:31,2025-10-10 15:29:57,13.009128,77.562688,12.927713,77.634312,1,400.52,11.924,25.43,1.5,Rajajinagar,Koramangala
2025-10-02 23:34:01,2025-10-03 00:02:34,12.955842,77.741457,13.033209,77.598695,1,465.82,17.699,28.56,1.3,Whitefield,Hebbal
2025-10-09 11:14:47,2025-10-09 11:31:57,12.973572,77.645115,13.006474,77.561981,1,332.4,9.722,17.18,1.5,Indiranagar,Rajajinagar
2025-10-02 15:03:26,2025-10-02 15:05:00,13.083366,77.584229,13.078784,77.591606,1,66.57,0.948,1.57,1.0,Yelahanka,Yelahanka
2025-10-10 08:22:36,2025-10-10 08:53:15,13.089209,77.593029,13.038466,77.598359,1,181.06,5.672,30.66,1.0,Yelahanka,Hebbal
2025-10-08 14:55:10,2025-10-08 15:15:56,13.028175,77.59315,12.917314,77.624863,1,273.12,12.797,20.78,1.0,Hebbal,Koramangala
2025-10-06 07:57:05,2025-10-06 08:34:25,12.970539,77.753403,12.979071,77.617449,2,327.44,14.762,37.34,1.0,Whitefield,MG_Road
2025-10-05 02:29:52,2025-10-05 02:36:04,12.984163,77.582608,12.922265,77.582519,2,195.07,6.883,6.21,1.2,MG_Road,Jayanagar
2025-10-07 05:32:42,2025-10-07 06:00:01,12.839454,77.702191,12.963752,77.632445,1,327.3,15.754,27.33,1.0,Electronic_City,Indiranagar
2025-10-09 20:36:20,2025-10-09 21:32:09,13.005327,77.552398,12.900397,77.580589,1,314.65,12.061,55.82,1.0,Rajajinagar,Bannerghatta
2025-10-02 16:59:32,2025-10-02 17:14:06,13.046672,77.592773,12.979632,77.600879,1,184.44,7.506,14.57,1.0,Hebbal,MG_Road
2025-10-06 11:36:39,2025-10-06 12:03:16,13.036369,77.580206,12.910753,77.579603,3,299.46,13.968,26.63,1.0,Hebbal,Jayanagar
2025-10-05 03:46:25,2025-10-05 03:47:25,12.973108,77.64616,12.975239,77.643236,1,57.44,0.396,1.0,1.0,Indiranagar,Indiranagar
2025-10-06 19:23:17,2025-10-06 19:54:28,12.929707,77.588341,13.031074,77.590407,2,265.9,11.274,31.2,1.0,Jayanagar,Hebbal
2025-10-02 22:34:48,2025-10-02 23:15:26,13.091449,77.596415,12.929924,77.627918,1,385.19,18.282,40.64,1.0,Yelahanka,Koramangala
2025-10-01 19:23:13,2025-10-01 19:51:59,12.940649,77.638459,13.011591,77.557492,1,324.15,11.798,28.77,1.2,Koramangala,Rajajinagar
2025-10-01 17:54:34,2025-10-01 19:31:19,12.823846,77.675474,13.017675,77.556833,1,685.91,25.097,96.76,1.2,Electronic_City,Rajajinagar
2025-10-03 06:09:21,2025-10-03 06:30:10,12.929006,77.620751,13.034263,77.614998,2,257.04,11.721,20.82,1.0,Koramangala,Hebbal
2025-10-04 10:20:51,2025-10-04 11:03:43,13.030558,77.600602,12.916932,77.583958,1,458.63,12.763,42.87,1.5,Hebbal,Jayanagar
2025-10-01 01:21:27,2025-10-01 01:40:48,13.09129,77.593185,12.96542,77.602525,1,289.53,14.033,19.36,1.0,Yelahanka,MG_Road
2025-10-06 14:37:44,2025-10-06 15:05:04,12.972543,77.764448,12.968028,77.647638,1,281.01,12.667,27.33,1.0,Whitefield,Indiranagar
2025-10-01 01:49:10,2025-10-01 01:57:18,13.078784,77.580909,13.041718,77.618464,1,149.07,5.791,8.13,1.0,Yelahanka,Hebbal
2025-10-11 20:17:16,2025-10-11 20:58:37,13.039356,77.596449,12.924213,77.594926,1,304.09,12.804,41.35,1.0,Hebbal,Jayanagar
2025-10-06 07:03:29,2025-10-06 07:16:00,12.939343,77.588492,12.969857,77.604072,2,150.76,3.79,12.52,1.2,Jayanagar,MG_Road
2025-10-04 01:29:40,2025-10-04 01:51:14,13.037214,77.599445,12.888604,77.572617,2,334.03,16.778,21.57,1.0,Hebbal,Bannerghatta
2025-10-07 22:50:01,2025-10-07 23:19:22,12.92115,77.606448,13.017641,77.564968,1,268.53,11.633,29.36,1.0,Jayanagar,Rajajinagar
2025-10-06 07:12:38,2025-10-06 07:53:00,13.043874,77.588017,12.919661,77.588543,4,317.75,13.812,40.38,1.0,Hebbal,Jayanagar
2025-10-02 17:29:40,2025-10-02 18:08:47,12.935474,77.617663,13.032144,77.585734,1,278.06,11.292,39.12,1.0,Koramangala,Hebbal
2025-10-11 11:35:00,2025-10-11 12:08:33,12.97152,77.763445,13.014284,77.574631,3,415.38,21.003,33.55,1.0,Whitefield,Rajajinagar
2025-10-02 22:11:36,2025-10-02 22:47:45,12.930207,77.576844,12.837445,77.68357,2,437.75,15.499,36.16,1.3,Jayanagar,Electronic_City
2025-10-07 11:38:55,2025-10-07 11:47:08,12.931619,77.627905,12.962049,77.637734,1,115.56,3.547,8.23,1.0,Koramangala,Indiranagar
2025-10-03 21:08:00,2025-10-03 21:39:03,12.921998,77.628598,13.000796,77.54845,3,281.64,12.337,31.06,1.0,Koramangala,Rajajinagar
2025-10-06 00:10:33,2025-10-06 00:20:24,12.971339,77.595588,12.955509,77.637079,1,137.2,4.828,9.85,1.0,MG_Road,Indiranagar
2025-10-02 02:02:32,2025-10-02 02:11:12,12.971175,77.653657,12.962708,77.599639,1,151.94,5.929,8.67,1.0,Indiranagar,MG_Road
2025-10-04 22:11:10,2025-10-04 22:25:35,13.040415,77.602619,12.992023,77.556982,1,181.26,7.307,14.43,1.0,Hebbal,Rajajinagar
2025-10-06 04:53:40,2025-10-06 05:30:11,12.996661,77.56239,12.972725,77.750515,1,413.13,20.557,36.52,1.0,Rajajinagar,Whitefield
2025-10-10 01:59:54,2025-10-10 02:22:18,13.013607,77.576945,12.91891,77.586611,1,242.35,10.582,22.41,1.0,Rajajinagar,Jayanagar
2025-10-11 19:19:26,2025-10-11 19:36:13,12.917695,77.595192,12.943155,77.614952,3,154.13,3.55,16.79,1.2,Jayanagar,Koramangala
2025-10-07 16:20:19,2025-10-07 16:53:07,12.950458,77.609879,13.073852,77.59972,4,305.69,13.765,32.81,1.0,Koramangala,Yelahanka
2025-10-04 07:42:40,2025-10-04 08:55:10,12.98015,77.737347,12.833259,77.677775,3,422.2,17.563,72.5,1.0,Whitefield,Electronic_City
2025-10-03 20:24:45,2025-10-03 20:34:23,12.959807,77.60846,12.97779,77.594019,1,102.55,2.539,9.64,1.0,MG_Road,MG_Road
2025-10-03 04:13:53,2025-10-03 04:28:47,12.915706,77.591919,13.014924,77.555205,1,248.28,11.728,14.91,1.0,Jayanagar,Rajajinagar
2025-10-02 10:12:52,2025-10-02 10:46:21,12.928231,77.627727,13.004792,77.562254,1,266.48,11.082,33.5,1.0,Koramangala,Rajajinagar
2025-10-03 20:49:03,2025-10-03 21:00:33,13.089658,77.582604,13.082243,77.603519,1,103.42,2.411,11.51,1.0,Yelahanka,Yelahanka
2025-10-08 11:16:34,2025-10-08 11:36:43,13.0056,77.558236,12.903856,77.563543,1,250.17,11.328,20.17,1.0,Rajajinagar,Bannerghatta
2025-10-07 21:31:40,2025-10-07 21:57:22,13.034273,77.583729,12.914393,77.575958,1,288.9,13.357,25.7,1.0,Hebbal,Jayanagar
2025-10-02 19:54:27,2025-10-02 20:50:48,12.89586,77.584616,13.080824,77.579795,1,443.13,20.574,56.35,1.0,Bannerghatta,Yelahanka
2025-10-09 02:14:42,2025-10-09 02:27:22,12.842433,77.668082,12.888402,77.579499,1,232.19,10.878,12.68,1.0,Electronic_City,Bannerghatta
2025-10-05 23:54:50,2025-10-06 00:20:40,13.099236,77.594591,13.030936,77.594089,1,202.69,7.595,25.84,1.0,Yelahanka,Hebbal
